Product ID,Category,Sub-Category,Product Name
FUR-CH-10002774,1,6,"Global Deluxe Stacking Chair, Gray"
FUR-CH-10002780,1,6,Office Star - Task Chair with Contemporary Loop Arms
FUR-CH-10002880,1,6,"Global High-Back Leather Tilter, Burgundy"
FUR-CH-10002961,1,6,"Leather Task Chair, Black"
FUR-CH-10002965,1,6,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
FUR-CH-10003061,1,6,"Global Leather Task Chair, Black"
FUR-CH-10003199,1,6,Office Star - Contemporary Task Swivel Chair
FUR-CH-10003298,1,6,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
FUR-CH-10003312,1,6,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
FUR-CH-10003379,1,6,Global Commerce Series High-Back Swivel/Tilt Chairs
FUR-CH-10003396,1,6,Global Deluxe Steno Chair
FUR-CH-10003535,1,6,"Global Armless Task Chair, Royal Blue"
FUR-CH-10003606,1,6,SAFCO Folding Chair Trolley
FUR-CH-10003746,1,6,Hon 4070 Series Pagoda Round Back Stacking Chairs
FUR-CH-10003761,1,6,Global Italian Leather Office Chair
FUR-CH-10003774,1,6,"Global Wood Trimmed Manager's Task Chair, Khaki"
FUR-CH-10003817,1,6,"Global Value Steno Chair, Gray"
FUR-CH-10003833,1,6,Novimex Fabric Task Chair
FUR-CH-10003846,1,6,Hon Valutask Swivel Chairs
FUR-CH-10003956,1,6,Novimex High-Tech Fabric Mesh Task Chair
FUR-CH-10003968,1,6,Novimex Turbo Task Chair
FUR-CH-10003973,1,6,GuestStacker Chair with Chrome Finish Legs
FUR-CH-10003981,1,6,Global Commerce Series Low-Back Swivel/Tilt Chairs
FUR-CH-10004063,1,6,Global Deluxe High-Back Manager's Chair
FUR-CH-10004086,1,6,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
FUR-CH-10004218,1,6,"Global Fabric Manager's Chair, Dark Gray"
FUR-CH-10004287,1,6,SAFCO Arco Folding Chair
FUR-CH-10004289,1,6,Global Super Steno Chair
FUR-CH-10004477,1,6,"Global Push Button Manager's Chair, Indigo"
FUR-CH-10004495,1,6,"Global Leather and Oak Executive Chair, Black"
FUR-CH-10004540,1,6,Global Chrome Stack Chair
FUR-CH-10004626,1,6,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
FUR-CH-10004675,1,6,"Lifetime Advantage Folding Chairs, 4/Carton"
FUR-CH-10004698,1,6,"Padded Folding Chairs, Black, 4/Carton"
FUR-CH-10004754,1,6,"Global Stack Chair with Arms, Black"
FUR-CH-10004853,1,6,"Global Manager's Adjustable Task Chair, Storm"
FUR-CH-10004860,1,6,Global Low Back Tilter Chair
FUR-CH-10004875,1,6,Harbour Creations 67200 Series Stacking Chairs
FUR-CH-10004886,1,6,Bevis Steel Folding Chairs
FUR-CH-10004983,1,6,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
FUR-CH-10004997,1,6,Hon Every-Day Series Multi-Task Chairs
FUR-FU-10000010,1,10,"DAX Value U-Channel Document Frames, Easel Back"
FUR-FU-10000023,1,10,Eldon Wave Desk Accessories
FUR-FU-10000073,1,10,Deflect-O Glasstique Clear Desk Accessories
FUR-FU-10000076,1,10,24-Hour Round Wall Clock
FUR-FU-10000087,1,10,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
FUR-FU-10000175,1,10,DAX Wood Document Frame.
FUR-FU-10000193,1,10,Tenex Chairmats For Use with Hard Floors
FUR-FU-10000206,1,10,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
FUR-FU-10000221,1,10,"Master Caster Door Stop, Brown"
FUR-FU-10000222,1,10,"Seth Thomas 16"" Steel Case Clock"
FUR-FU-10000246,1,10,Aluminum Document Frame
FUR-FU-10000260,1,10,"6"" Cubicle Wall Clock, Black"
FUR-FU-10000277,1,10,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
FUR-FU-10000293,1,10,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
FUR-FU-10000305,1,10,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
FUR-FU-10000308,1,10,Deflect-o Glass Clear Studded Chair Mats
FUR-FU-10000320,1,10,OIC Stacking Trays
FUR-FU-10000397,1,10,Luxo Economy Swing Arm Lamp
FUR-FU-10000409,1,10,"GE 4 Foot Flourescent Tube, 40 Watt"
FUR-FU-10000448,1,10,Tenex Chairmats For Use With Carpeted Floors
FUR-FU-10000521,1,10,"Seth Thomas 14"" Putty-Colored Wall Clock"
FUR-FU-10000550,1,10,Stacking Trays by OIC
FUR-FU-10000576,1,10,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
FUR-FU-10000629,1,10,9-3/4 Diameter Round Wall Clock
FUR-FU-10000672,1,10,"Executive Impressions 10"" Spectator Wall Clock"
FUR-FU-10000719,1,10,"DAX Cubicle Frames, 8-1/2 x 11"
FUR-FU-10000723,1,10,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
FUR-FU-10000732,1,10,Eldon 200 Class Desk Accessories
FUR-FU-10000747,1,10,Tenex B1-RE Series Chair Mats for Low Pile Carpets
FUR-FU-10000755,1,10,Eldon Expressions Mahogany Wood Desk Collection
FUR-FU-10000758,1,10,DAX Natural Wood-Tone Poster Frame
FUR-FU-10000771,1,10,"Eldon 200 Class Desk Accessories, Smoke"
FUR-FU-10000794,1,10,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
FUR-FU-10000820,1,10,Tensor Brushed Steel Torchiere Floor Lamp
FUR-FU-10000965,1,10,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
FUR-FU-10001025,1,10,"Eldon Imàge Series Desk Accessories, Clear"
FUR-FU-10001037,1,10,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
FUR-FU-10001057,1,10,Tensor Track Tree Floor Lamp
FUR-FU-10001085,1,10,3M Polarizing Light Filter Sleeves
FUR-FU-10001095,1,10,DAX Black Cherry Wood-Tone Poster Frame
FUR-FU-10001185,1,10,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
FUR-FU-10001196,1,10,DAX Cubicle Frames - 8x10
FUR-FU-10001215,1,10,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
FUR-FU-10001290,1,10,Executive Impressions Supervisor Wall Clock
FUR-FU-10001379,1,10,"Executive Impressions 16-1/2"" Circular Wall Clock"
FUR-FU-10001424,1,10,Dax Clear Box Frame
FUR-FU-10001468,1,10,Tenex Antistatic Computer Chair Mats
FUR-FU-10001473,1,10,DAX Wood Document Frame
FUR-FU-10001473,1,10,"Eldon Executive Woodline II Desk Accessories, Mahogany"
FUR-FU-10001475,1,10,"Contract Clock, 14"", Brown"
FUR-FU-10001487,1,10,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood"
FUR-FU-10001488,1,10,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
FUR-FU-10001546,1,10,Dana Swing-Arm Lamps
FUR-FU-10001588,1,10,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
FUR-FU-10001591,1,10,Advantus Panel Wall Certificate Holder - 8.5x11
FUR-FU-10001602,1,10,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
FUR-FU-10001617,1,10,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
FUR-FU-10001706,1,10,Longer-Life Soft White Bulbs
FUR-FU-10001731,1,10,Acrylic Self-Standing Desk Frames
FUR-FU-10001756,1,10,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
FUR-FU-10001847,1,10,Eldon Image Series Black Desk Accessories
FUR-FU-10001852,1,10,"Eldon Regeneration Recycled Desk Accessories, Smoke"
FUR-FU-10001861,1,10,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
FUR-FU-10001867,1,10,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
FUR-FU-10001876,1,10,"Computer Room Manger, 14"""
FUR-FU-10001889,1,10,Ultra Door Pull Handle
FUR-FU-10001918,1,10,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
FUR-FU-10001934,1,10,Magnifier Swing Arm Lamp
FUR-FU-10001935,1,10,3M Hangers With Command Adhesive
FUR-FU-10001940,1,10,Staple-based wall hangings
FUR-FU-10001967,1,10,Telescoping Adjustable Floor Lamp
FUR-FU-10001979,1,10,Dana Halogen Swing-Arm Architect Lamp
FUR-FU-10001986,1,10,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR-FU-10002030,1,10,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
FUR-FU-10002045,1,10,"Executive Impressions 14"""
FUR-FU-10002088,1,10,Nu-Dell Float Frame 11 x 14 1/2
FUR-FU-10002107,1,10,Eldon Pizzaz Desk Accessories
FUR-FU-10002111,1,10,"Master Caster Door Stop, Large Brown"
FUR-FU-10002116,1,10,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
FUR-FU-10002157,1,10,Artistic Insta-Plaque
FUR-FU-10002191,1,10,G.E. Halogen Desk Lamp Bulbs
FUR-FU-10002240,1,10,Nu-Dell EZ-Mount Plastic Wall Frames
FUR-FU-10002253,1,10,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
FUR-FU-10002268,1,10,Ultra Door Push Plate
FUR-FU-10002298,1,10,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
FUR-FU-10002364,1,10,"Eldon Expressions Wood Desk Accessories, Oak"
FUR-FU-10002379,1,10,Eldon Econocleat Chair Mats for Low Pile Carpets
FUR-FU-10002396,1,10,"DAX Copper Panel Document Frame, 5 x 7 Size"
FUR-FU-10002445,1,10,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
FUR-FU-10002456,1,10,"Master Caster Door Stop, Large Neon Orange"
FUR-FU-10002501,1,10,Nu-Dell Executive Frame
FUR-FU-10002505,1,10,Eldon 100 Class Desk Accessories
FUR-FU-10002506,1,10,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
FUR-FU-10002508,1,10,Document Clip Frames
FUR-FU-10002553,1,10,"Electrix Incandescent Magnifying Lamp, Black"
FUR-FU-10002554,1,10,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
FUR-FU-10002597,1,10,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
FUR-FU-10002671,1,10,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
FUR-FU-10002685,1,10,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
FUR-FU-10002703,1,10,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
FUR-FU-10002759,1,10,12-1/2 Diameter Round Wall Clock
FUR-FU-10002813,1,10,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
FUR-FU-10002874,1,10,Ultra Commercial Grade Dual Valve Door Closer
FUR-FU-10002878,1,10,"Seth Thomas 14"" Day/Date Wall Clock"
FUR-FU-10002885,1,10,Magna Visual Magnetic Picture Hangers
FUR-FU-10002918,1,10,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
FUR-FU-10002937,1,10,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
FUR-FU-10002960,1,10,"Eldon 200 Class Desk Accessories, Burgundy"
FUR-FU-10002963,1,10,"Master Caster Door Stop, Gray"
FUR-FU-10003026,1,10,"Eldon Regeneration Recycled Desk Accessories, Black"
FUR-FU-10003039,1,10,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
FUR-FU-10003095,1,10,"Linden 12"" Wall Clock With Oak Frame"
FUR-FU-10003096,1,10,"Master Giant Foot Doorstop, Safety Yellow"
FUR-FU-10003142,1,10,"Master Big Foot Doorstop, Beige"
FUR-FU-10003192,1,10,Luxo Adjustable Task Clamp Lamp
FUR-FU-10003194,1,10,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
FUR-FU-10003247,1,10,36X48 HARDFLOOR CHAIRMAT
FUR-FU-10003268,1,10,Eldon Radial Chair Mat for Low to Medium Pile Carpets
FUR-FU-10003274,1,10,Regeneration Desk Collection
FUR-FU-10003347,1,10,Coloredge Poster Frame
FUR-FU-10003374,1,10,Electrix Fluorescent Magnifier Lamps & Weighted Base
FUR-FU-10003394,1,10,"Tenex ""The Solids"" Textured Chair Mats"
FUR-FU-10003424,1,10,Nu-Dell Oak Frame
FUR-FU-10003464,1,10,"Seth Thomas 8 1/2"" Cubicle Clock"
FUR-FU-10003489,1,10,Contemporary Borderless Frame
FUR-FU-10003535,1,10,Howard Miller Distant Time Traveler Alarm Clock
FUR-FU-10003553,1,10,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
FUR-FU-10003577,1,10,Nu-Dell Leatherette Frames
FUR-FU-10003601,1,10,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
FUR-FU-10003623,1,10,"DataProducts Ampli Magnifier Task Lamp, Black,"
FUR-FU-10003664,1,10,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
FUR-FU-10003691,1,10,"Eldon Image Series Desk Accessories, Ebony"
FUR-FU-10003708,1,10,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
FUR-FU-10003724,1,10,Westinghouse Clip-On Gooseneck Lamps
FUR-FU-10003731,1,10,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
FUR-FU-10003773,1,10,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
FUR-FU-10003798,1,10,"Ultra Door Kickplate, 8""H x 34""W"
FUR-FU-10003799,1,10,"Seth Thomas 13 1/2"" Wall Clock"
FUR-FU-10003806,1,10,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
FUR-FU-10003829,1,10,Stackable Trays
FUR-FU-10003832,1,10,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
FUR-FU-10003849,1,10,"DAX Metal Frame, Desktop, Stepped-Edge"
FUR-FU-10003878,1,10,"Linden 10"" Round Wall Clock, Black"
FUR-FU-10003919,1,10,Eldon Executive Woodline II Cherry Finish Desk Accessories
FUR-FU-10003930,1,10,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
FUR-FU-10003975,1,10,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
FUR-FU-10003976,1,10,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
FUR-FU-10003981,1,10,Eldon Wave Desk Accessories
FUR-FU-10004006,1,10,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
FUR-FU-10004017,1,10,"Executive Impressions 13"" Chairman Wall Clock"
FUR-FU-10004017,1,10,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
FUR-FU-10004018,1,10,Tensor Computer Mounted Lamp
FUR-FU-10004020,1,10,Advantus Panel Wall Acrylic Frame
FUR-FU-10004053,1,10,DAX Two-Tone Silver Metal Document Frame
FUR-FU-10004071,1,10,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
FUR-FU-10004090,1,10,"Executive Impressions 14"" Contract Wall Clock"
FUR-FU-10004091,1,10,"Eldon 200 Class Desk Accessories, Black"
FUR-FU-10004091,1,10,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
FUR-FU-10004093,1,10,Hand-Finished Solid Wood Document Frame
FUR-FU-10004164,1,10,"Eldon 300 Class Desk Accessories, Black"
FUR-FU-10004188,1,10,Luxo Professional Combination Clamp-On Lamps
FUR-FU-10004245,1,10,"Career Cubicle Clock, 8 1/4"", Black"
FUR-FU-10004270,1,10,"Eldon Image Series Desk Accessories, Burgundy"
FUR-FU-10004270,1,10,"Executive Impressions 13"" Clairmont Wall Clock"
FUR-FU-10004306,1,10,Electrix Halogen Magnifier Lamp
FUR-FU-10004351,1,10,Staple-based wall hangings
FUR-FU-10004415,1,10,"Stacking Tray, Side-Loading, Legal, Smoke"
FUR-FU-10004460,1,10,"Howard Miller 12"" Round Wall Clock"
FUR-FU-10004586,1,10,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
FUR-FU-10004587,1,10,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
FUR-FU-10004597,1,10,Eldon Cleatmat Chair Mats for Medium Pile Carpets
FUR-FU-10004622,1,10,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
FUR-FU-10004665,1,10,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
FUR-FU-10004666,1,10,DAX Clear Channel Poster Frame
FUR-FU-10004671,1,10,"Executive Impressions 12"" Wall Clock"
FUR-FU-10004712,1,10,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"
FUR-FU-10004748,1,10,"Howard Miller 16"" Diameter Gallery Wall Clock"
FUR-FU-10004845,1,10,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
FUR-FU-10004848,1,10,DAX Solid Wood Frames
FUR-FU-10004848,1,10,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
FUR-FU-10004864,1,10,Eldon 500 Class Desk Accessories
FUR-FU-10004864,1,10,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
FUR-FU-10004904,1,10,"Eldon ""L"" Workstation Diamond Chairmat"
FUR-FU-10004909,1,10,Contemporary Wood/Metal Frame
FUR-FU-10004952,1,10,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
FUR-FU-10004960,1,10,"Seth Thomas 12"" Clock w/ Goldtone Case"
FUR-FU-10004963,1,10,"Eldon 400 Class Desk Accessories, Black Carbon"
FUR-FU-10004973,1,10,Flat Face Poster Frame
FUR-TA-10000198,1,17,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
FUR-TA-10000577,1,17,Bretford CR4500 Series Slim Rectangular Table
FUR-TA-10000617,1,17,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
FUR-TA-10000688,1,17,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
FUR-TA-10000849,1,17,Bevis Rectangular Conference Tables
FUR-TA-10001039,1,17,KI Adjustable-Height Table
FUR-TA-10001086,1,17,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
FUR-TA-10001095,1,17,Chromcraft Round Conference Tables
FUR-TA-10001307,1,17,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
FUR-TA-10001520,1,17,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
FUR-TA-10001539,1,17,Chromcraft Rectangular Conference Tables
FUR-TA-10001676,1,17,Hon 61000 Series Interactive Training Tables
FUR-TA-10001691,1,17,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
FUR-TA-10001705,1,17,Bush Advantage Collection Round Conference Table
FUR-TA-10001768,1,17,Hon Racetrack Conference Tables
FUR-TA-10001771,1,17,"Bush Cubix Conference Tables, Fully Assembled"
FUR-TA-10001857,1,17,Balt Solid Wood Rectangular Table
FUR-TA-10001866,1,17,Bevis Round Conference Room Tables and Bases
FUR-TA-10001889,1,17,Bush Advantage Collection Racetrack Conference Table
FUR-TA-10001932,1,17,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
FUR-TA-10001950,1,17,Balt Solid Wood Round Tables
FUR-TA-10002041,1,17,"Bevis Round Conference Table Top, X-Base"
FUR-TA-10002228,1,17,"Bevis Traditional Conference Table Top, Plinth Base"
FUR-TA-10002356,1,17,Bevis Boat-Shaped Conference Table
FUR-TA-10002530,1,17,"Iceberg OfficeWorks 42"" Round Tables"
FUR-TA-10002533,1,17,BPI Conference Tables
FUR-TA-10002607,1,17,KI Conference Tables
FUR-TA-10002622,1,17,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
